,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
284,Gonbad-e-Sorkh,Historical place,4.3,90.0,"Historical place, Tourist attraction","Gonbad-e-Sorkh, 96JR+H5H, Maragheh, East Azerbaijan Province",Maragheh,Iran,East Azarbaijan,,Cultural,387.0,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
285,Hampoeil Cave,Tourist attraction,4.4,58.0,Tourist attraction,"East Azerbaijan Province, Tazeh Kand-e Sofla, Hampoeil Cave, 8865+Q59 Hampoeil Cave",Maragheh,Iran,East Azarbaijan,,Entertainment,255.20000000000002,4.47,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
286,Ilkhanate Museum of Maragha,Museum,4.4,58.0,"Museum, Tourist attraction","Ilkhanate Museum of Maragha, 96WQ+HHW, Maragheh, East Azerbaijan Province",Maragheh,Iran,East Azarbaijan,,Cultural,255.20000000000002,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
287,Birjand Fort,Castle,4.2,191.0,"Castle, Tourist attraction","South Khorasan Province, Birjand, khybn jmhwry,, plkh 26, Birjand Fort",Birjand,Iran,South Khorasan,,Cultural,802.2,4.2,Birjand
288,Akbariyeh Garden & Museum,Tourist attraction,4.4,57.0,Tourist attraction,"South Khorasan Province, Birjand, Khayam St, V63H+688 Akbariyeh Garden & Museum",Birjand,Iran,South Khorasan,,Entertainment,250.8,4.35,Birjand
289,Rahim Abad garden and mansion,Tourist attraction,4.3,56.0,Tourist attraction,"South Khorasan Province, Birjand, khybn 15 khrdd, V629+3VM Rahim Abad garden and mansion",Birjand,Iran,South Khorasan,,Entertainment,240.79999999999998,4.35,Birjand
290,Chahardeh Falls,Scenic spot,4.3,52.0,"Scenic spot, Tourist attraction","Chahardeh Falls, R65R+V65, chhrdh py'yn, South Khorasan Province",Birjand,Iran,South Khorasan,,Nature,223.6,4.3,Birjand
291,Naseri Castle,Historical landmark,4.1,122.0,"Historical landmark, Historical place, Tourist attraction","Naseri Castle, 6M4P+MJ9shahr, Sistan and Baluchestan Province",Nikshahr,Iran,Sistan and Baluchestan,,Cultural,500.19999999999993,4.21,"Iranshahr, Nikshahr, Zabol, Zahedan"
292,Jameh Mosque of Natanz,Historical landmark,4.5,157.0,"Historical landmark, Mosque, Tourist attraction","Isfahan Province, Natanz, Malek E Ashtar, GWC7+342 Jameh Mosque of Natanz",Natanz,Iran,Isfahan,,Cultural,706.5,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
293,Natanz Fire Temple,Tourist attraction,4.2,89.0,Tourist attraction,"Isfahan Province, Natanz, Malek E Ashtar, GWC7+F43 Natanz Fire Temple",Natanz,Iran,Isfahan,,Entertainment,373.8,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
294,Rangooniha Mosque,Museum,4.4,174.0,"Museum, Tourist attraction","Khuzestan Province, Abadan, 37, 87PH+25R Rangooniha Mosque",Abadan,Iran,Khuzestan,,Cultural,765.6,4.54,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
295,Church of Abadan,Armenian church,4.4,80.0,"Armenian church, Church","Church of Abadan, 87PQ+QW3, Abadan, Khuzestan Province",Abadan,Iran,Khuzestan,,Religious,352.0,4.4,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
296,Srkhyh,Tourist attraction,4.4,54.0,Tourist attraction,"Khuzestan Province, Shadegan, Pond, MGMR+FCM Srkhyh",Abadan,Iran,Khuzestan,,Entertainment,237.60000000000002,4.36,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
297,Sheikh Safi Al-Din Ardabili's Shrine,Historical landmark,4.5,1245.0,"Historical landmark, Tourist attraction","Ardabil, Sheikh Safi Al-din Ardabili, 67XR+7F4 Sheikh Safi Al-Din Ardabili's Shrine, `ly qpw",Khalkhal,Iran,Ardabil,,Cultural,5602.5,4.47,"Ardabil, Khalkhal, Meshkin-shahr"
298,Zabol Traditional market,Market,4.1,60.0,Market,"Zabol Traditional market, 2FHV+QXM, Zabol, Sistan and Baluchestan Province",Zabol,Iran,Sistan and Baluchestan,,Entertainment,245.99999999999997,4.1,"Iranshahr, Nikshahr, Zabol, Zahedan"
299,Tabriz Grand Bazaar,Bazar,4.5,2314.0,"Bazar, Market, Tourist attraction, Traditional market","Tabriz Grand Bazaar, 37JR+8WM Bazar, Tabriz, East Azerbaijan Province",Sahand,Iran,East Azarbaijan,,Entertainment,10413.0,4.47,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
300,Municipality Palace of Tabriz,Tourist attraction,4.5,398.0,"Tourist attraction, Monument","East Azerbaijan Province, Tabriz, Nowbar, Heydarzadeh Alley, Municipality Palace of Tabriz, Sa'at Tower",Sahand,Iran,East Azarbaijan,,Entertainment,1791.0,4.47,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
301,Tabriz Aqua Park,Water park,4.1,378.0,"Water park, Tourist attraction","East Azerbaijan Province, Tabriz, Elgoli, Towhid, 29JG+HQR Tabriz Aqua Park",Sahand,Iran,East Azarbaijan,,Entertainment,1549.8,4.47,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
302,Saat Square,Tourist attraction,4.5,236.0,Tourist attraction,"East Azerbaijan Province, Tabriz, Nowbar, Emam St, 37FW+MF4 Saat Square",Sahand,Iran,East Azarbaijan,,Entertainment,1062.0,4.47,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
303,Sahand Protected Area,Nature preserve,4.4,106.0,"Nature preserve, Tourist attraction","Sahand Protected Area, P8J7+Q7R, Kandovan, East Azerbaijan Province",Sahand,Iran,East Azarbaijan,,Nature,466.40000000000003,4.35,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
304,Sahand Ski Resort,Ski resort,4.3,67.0,"Ski resort, Tourist attraction","Sahand Ski Resort, QG57+JMR, East Azerbaijan Province",Sahand,Iran,East Azarbaijan,,Entertainment,288.09999999999997,4.47,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
305,Mellat Park,Park,4.4,91.0,"Park, Tourist attraction","Mazandaran Province, Behshahr, Gorji Mahalleh, Pasdaran, MGMR+9QF Mellat Park",Behshahr,Iran,Mazandaran,,Nature,400.40000000000003,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
306,Abbas Abad Historical Garden,Historical place,4.6,313.0,"Historical place, Tourist attraction","Mazandaran Province, Behshahr, Abbas Abad Rd, MH8W+557 Abbas Abad Historical Garden",Behshahr,Iran,Mazandaran,,Cultural,1439.8,4.49,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
307,Sembi Waterfall,Tourist attraction,4.6,127.0,Tourist attraction,"Sembi Waterfall, HPXF+CXX, Pachet, Mazandaran Province",Behshahr,Iran,Mazandaran,,Entertainment,584.1999999999999,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
308,Sange-No Waterfall abshr sng nw bhshhr,Nature preserve,4.6,72.0,Nature preserve,"Mazandaran Province, Behshahr, Province, Unnamed Road, MG5J+8JW Sange-No Waterfall abshr sng nw bhshhr",Behshahr,Iran,Mazandaran,,Nature,331.2,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
309,gwhr tph,Archaeological museum,4.3,52.0,"Archaeological museum, Tourist attraction","gwhr tph, MCH2+CVM, Rostamkola, Mazandaran Province",Behshahr,Iran,Mazandaran,,Cultural,223.6,4.49,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
310,Persepolis,Historical place museum,4.8,6407.0,"Historical place museum, Historical place, Historical landmark, Tourist attraction","Fars Province, Marvdasht, Persepolis street, Persepolis",Shiraz,Iran,Fars,,Cultural,30753.6,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
311,Shah cheragh Holy Shrine,Shrine,4.5,4518.0,"Shrine, Mosque, Pilgrimage place, Tourist attraction","Shah cheragh Holy Shrine, JG5V+V82 District 8, Shiraz, Fars Province",Shiraz,Iran,Fars,,Religious,20331.0,4.58,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
312,Tomb of Hafez,Memorial park,4.7,6838.0,"Memorial park, Historical landmark, Tourist attraction","Fars Province, Shiraz, District 3, khybn HfZyh, JHG5+899 Tomb of Hafez",Shiraz,Iran,Fars,,Nature,32138.600000000002,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
313,Eram Garden,Botanical garden,4.6,4245.0,"Botanical garden, Historical place, Orchard, Tourist attraction","Eram Garden, nyysh, Shiraz, Fars Province",Shiraz,Iran,Fars,,Nature,19527.0,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
314,Quran Gate,Historical place,4.5,3022.0,"Historical place, Tourist attraction","Fars Province, Shiraz, District 3, Shiraz - Marvdasht Hwy, JHP6+6QM Quran Gate",Shiraz,Iran,Fars,,Cultural,13599.0,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
315,Nasir al-Mulk Mosque,Mosque,4.7,3002.0,"Mosque, Monument, Tourist attraction","Fars Province, Shiraz, Lotf Ali Khan Zand St, JG5X+C9H Nasir al-Mulk Mosque",Shiraz,Iran,Fars,,Religious,14109.4,4.58,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
316,Qavam House,Museum,4.7,1868.0,"Museum, Monument, Tourist attraction","Fars Province, Shiraz, Lotf Ali Khan Zand St, JH53+63Q Qavam House",Shiraz,Iran,Fars,,Cultural,8779.6,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
317,Vakil Mosque,Mosque,4.6,690.0,"Mosque, Place of worship, Tourist attraction","Fars Province, Shiraz, Tlqny, JG7W+P56 Vakil Mosque",Shiraz,Iran,Fars,,Religious,3173.9999999999995,4.58,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
318,Zinat Al-Molk Historical House,Historical place museum,4.6,672.0,"Historical place museum, Local history museum, Monument, Museum, Tourist attraction","Fars Province, Shiraz, Lotf Ali Khan Zand Street, JH52+5Q3 Zinat Al-Molk Historical House",Shiraz,Iran,Fars,,Cultural,3091.2,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
319,Pars Museum,Museum,4.5,265.0,"Museum, Tourist attraction","Fars Province, Shiraz, Zand Underpass, JG8W+92M Pars Museum",Shiraz,Iran,Fars,,Cultural,1192.5,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
320,Gate of All Nations,Historical place,4.9,214.0,"Historical place, Tourist attraction","Fars Province, Marvdasht, Shiraz - Persepolis, WVPQ+FJ6 Gate of All Nations",Shiraz,Iran,Fars,,Cultural,1048.6000000000001,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
321,Manteghinejad Historical Mansion,Historical place,4.3,196.0,"Historical place, Tourist attraction","Fars Province, Shiraz, District 8, 9 Dey St, JG6R+97M Manteghinejad Historical Mansion",Shiraz,Iran,Fars,,Cultural,842.8,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
322,Sarayeh Moshir,Tourist attraction,4.6,168.0,Tourist attraction,"Fars Province, Shiraz, District 8, Tbqh dwm, JG7W+8FJ Sarayeh Moshir",Shiraz,Iran,Fars,,Entertainment,772.8,4.48,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
323,Khwaju Kermani Tomb,Historical place,4.5,168.0,"Historical place, Tourist attraction","Khwaju Kermani Tomb, JHP6+CMG, Shiraz, Fars Province",Shiraz,Iran,Fars,,Cultural,756.0,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
324,Tomb of Baba Koohi,Historical place,4.6,134.0,"Historical place, Tourist attraction","Fars Province, Shiraz, District 3, Babakoohi Road, JHR2+GXJ Tomb of Baba Koohi",Shiraz,Iran,Fars,,Cultural,616.4,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
325,Abu Nasr Palace,Historical place,4.4,52.0,"Historical place, Tourist attraction","Abu Nasr Palace, HJMG+P2H, Shiraz, Fars Province",Shiraz,Iran,Fars,,Cultural,228.8,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
326,Daryan Dam,Tourist attraction,4.6,149.0,Tourist attraction,"Kermanshah Province, Daryan, daryan-paveh, 5824+RQX Daryan Dam",Marivan,Iran,Kermanshah,,Entertainment,685.4,4.55,"Bisotun, Kangavar, Kermanshah, Marivan"
327,Ramsar Museum Palace,Museum,4.5,1477.0,"Museum, Tourist attraction","Mazandaran Province, Ramsar, Rajaei St, WM33+CM7 Ramsar Museum Palace",Ramsar,Iran,Mazandaran,,Cultural,6646.5,4.49,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
328,Dalkhani Jungle,National forest,4.6,1927.0,"National forest, Tourist attraction","Mazandaran Province, Jannat Rudbar Rd, QHWV+WMQ Dalkhani Jungle",Ramsar,Iran,Mazandaran,,Nature,8864.199999999999,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
329,Ramsar Mazandaran Cable Car,Tourist attraction,4.5,395.0,"Tourist attraction, Park","Ramsar, khylwmtr 4jdh chbkhsr, jnb tlh khbyn, Ramsar Mazandaran Cable Car",Ramsar,Iran,Mazandaran,,Entertainment,1777.5,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
330,bwstn jngly mndy,Park,4.3,214.0,"Park, Tourist attraction","Mazandaran Province, Ramsar, stn, VHXV+HF9 bwstn jngly mndy",Ramsar,Iran,Mazandaran,,Nature,920.1999999999999,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
331,Javaher Deh Waterfall,Tourist attraction,4.4,206.0,Tourist attraction,"Javaher Deh Waterfall, VF24+F62, Javaher Deh, Mazandaran Province",Ramsar,Iran,Mazandaran,,Entertainment,906.4000000000001,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
332,Bam-e Ramsar,Scenic spot,4.4,125.0,Scenic spot,"Bam-e Ramsar, WHWX+5R6, Ramsar, Mazandaran Province",Ramsar,Iran,Mazandaran,,Nature,550.0,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
333,Ramsar cable car,Tourist attraction,4.4,96.0,Tourist attraction,"Ramsar cable car, WHWX+5VH, Ramsar, Mazandaran Province",Ramsar,Iran,Mazandaran,,Entertainment,422.40000000000003,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
334,Ramsar Water Park,Beach,4.2,84.0,Beach,"Mazandaran Province, Ramsar, Ramsar Water Park, 22",Ramsar,Iran,Mazandaran,,Nature,352.8,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
335,Ramsar Zip-line,Tourist attraction,4.1,73.0,Tourist attraction,"Ramsar Zip-line, WJV2+HJW, Ramsar, Mazandaran Province",Ramsar,Iran,Mazandaran,,Entertainment,299.29999999999995,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
336,Fin Garden,Tourist attraction,4.5,3391.0,"Tourist attraction, Garden, Historical place museum","Isfahan Province, Kashan, Amir Kabir St, Fin Garden",Abyaneh,Iran,Isfahan,,Entertainment,15259.5,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
337,Natanz Fire Temple,Tourist attraction,4.2,89.0,Tourist attraction,"Isfahan Province, Natanz, Malek E Ashtar, GWC7+F43 Natanz Fire Temple",Abyaneh,Iran,Isfahan,,Entertainment,373.8,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
338,ql`h rg byDh,Tourist attraction,4.4,54.0,Tourist attraction,"ql`h rg byDh, 84M4+GG8, Bayazeh, Isfahan Province",Abyaneh,Iran,Isfahan,,Entertainment,237.60000000000002,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
339,Tabriz Grand Bazaar,Bazar,4.5,2314.0,"Bazar, Market, Tourist attraction, Traditional market","Tabriz Grand Bazaar, 37JR+8WM Bazar, Tabriz, East Azerbaijan Province",Tabriz,Iran,East Azarbaijan,,Entertainment,10413.0,4.47,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
340,Blue Mosque,Historical landmark,4.5,1069.0,"Historical landmark, Mosque, Tourist attraction","Blue Mosque, 38F2+998 Khiyaban, Tabriz, East Azerbaijan Province",Tabriz,Iran,East Azarbaijan,,Cultural,4810.5,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
341,Arg-e Alishah,Historical landmark,4.5,696.0,"Historical landmark, Mosque","East Azerbaijan Province, Tabriz, Emam St, 37CQ+XGP Arg-e Alishah",Tabriz,Iran,East Azarbaijan,,Cultural,3132.0,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
342,Constitution House of Tabriz,Historical place museum,4.3,611.0,"Historical place museum, Local history museum, Tourist attraction","East Azerbaijan Province, Tabriz, Bazar, Motahari St, 37JQ+JFR Constitution House of Tabriz",Tabriz,Iran,East Azarbaijan,,Cultural,2627.2999999999997,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
343,IRAN Azarbaijan museum,Museum,4.4,418.0,"Museum, Tourist attraction","East Azerbaijan Province, Tabriz, Khiyaban, East Azerbajan tbryz Nowbar, IRAN Azarbaijan museum, mSly bzrg tbryz",Tabriz,Iran,East Azarbaijan,,Cultural,1839.2,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
344,Municipality Palace of Tabriz,Tourist attraction,4.5,398.0,"Tourist attraction, Monument","East Azerbaijan Province, Tabriz, Nowbar, Heydarzadeh Alley, Municipality Palace of Tabriz, Sa'at Tower",Tabriz,Iran,East Azarbaijan,,Entertainment,1791.0,4.47,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
345,Golestan Garden,Park,4.1,279.0,"Park, Tourist attraction","East Azerbaijan Province, Tabriz, Emam St, 37GJ+M5V Golestan Garden",Tabriz,Iran,East Azarbaijan,,Nature,1143.8999999999999,4.35,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
346,Saat Square,Tourist attraction,4.5,236.0,Tourist attraction,"East Azerbaijan Province, Tabriz, Nowbar, Emam St, 37FW+MF4 Saat Square",Tabriz,Iran,East Azarbaijan,,Entertainment,1062.0,4.47,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
347,Elgoli park,Park,4.7,206.0,Park,"East Azerbaijan Province, Tabriz, Elgoli, Unnamed Road, 29F8+JX2 Elgoli park",Tabriz,Iran,East Azarbaijan,,Nature,968.2,4.35,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
348,Parvin Etesami's House,Historical place,4.2,180.0,"Historical place, Tourist attraction","East Azerbaijan Province, Tabriz, Sheshgelan, Abbasi St, 38H6+97Q Parvin Etesami's House",Tabriz,Iran,East Azarbaijan,,Cultural,756.0,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
349,Behnam House,Museum,4.4,158.0,"Museum, Historical place, Tourist attraction","East Azerbaijan Province, Tabriz, Nowbar, Ark-e-Jadid, 37CW+J46 Behnam House",Tabriz,Iran,East Azarbaijan,,Cultural,695.2,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
350,The Iron Age Museum,Museum,4.5,155.0,"Museum, Archaeological site, Tourist attraction","East Azerbaijan Province, Tabriz, Bazar, Emam St, 38F2+CXX The Iron Age Museum",Tabriz,Iran,East Azarbaijan,,Cultural,697.5,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
351,Qari bridge,Historical landmark,4.4,141.0,"Historical landmark, Bridge, Tourist attraction","East Azerbaijan Province, Tabriz, Chaykenar Hwy, 38J2+26Q Qari bridge",Tabriz,Iran,East Azarbaijan,,Cultural,620.4000000000001,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
352,El Baghi Park,Park,4.3,120.0,"Park, Tourist attraction","East Azerbaijan Province, Tabriz, Southern Bypass Freeway, 298J+P82 El Baghi Park, hare park",Tabriz,Iran,East Azarbaijan,,Nature,516.0,4.35,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
353,Tabriz Firefighting Tower_,Historical place,4.5,117.0,"Historical place, Tourist attraction","East Azerbaijan Province, Tabriz, Bazar, tbryz khybn khqny nrsydh bh mydn dnshsr, Khagani St, 37GX+MQW Tabriz Firefighting Tower_",Tabriz,Iran,East Azarbaijan,,Cultural,526.5,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
354,Khaqani Park,Park,4.3,116.0,"Park, Tourist attraction","Khaqani Park, 38F2+F72 Bazar, Tabriz, East Azerbaijan Province",Tabriz,Iran,East Azarbaijan,,Nature,498.79999999999995,4.35,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
355,Saib Tabrizi Forest Park,Park,4.4,114.0,"Park, Tourist attraction","East Azerbaijan Province, Tabriz, Kuy-e-Sahand, 28JX+RF5 Saib Tabrizi Forest Park",Tabriz,Iran,East Azarbaijan,,Nature,501.6,4.35,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
356,Seyyed Hamzeh Mosque,Mosque,4.5,113.0,"Mosque, Tourist attraction","East Azerbaijan Province, Tabriz, Sheshgelan, thq@lslm, 38M3+H6V Seyyed Hamzeh Mosque, Maqbaratoshoara",Tabriz,Iran,East Azarbaijan,,Religious,508.5,4.68,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
357,Mashrote Park,Park,4.4,99.0,"Park, Tourist attraction","East Azerbaijan Province, Tabriz, Bolvar-e- Mashruteh, 27WJ+5X5 Mashrote Park",Tabriz,Iran,East Azarbaijan,,Nature,435.6,4.35,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
358,Pottery Museum (Alavi House),Art museum,4.3,78.0,"Art museum, Museum, Tourist attraction","Pottery Museum (Alavi House), 37QX+5X6 Bazar, Tabriz, East Azerbaijan Province",Tabriz,Iran,East Azarbaijan,,Cultural,335.4,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
359,Heidarzadeh's House,Historical landmark,4.3,69.0,"Historical landmark, Tourist attraction","Heidarzadeh's House, Nowbar, Tabriz, East Azerbaijan Province",Tabriz,Iran,East Azarbaijan,,Cultural,296.7,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
360,Baghmisheh Forest Park,Park,4.5,57.0,"Park, Tourist attraction","East Azerbaijan Province, Tabriz, Valiasr, Bolvare-e-Shafi Zadeh, 39F8+9H2 Baghmisheh Forest Park",Tabriz,Iran,East Azarbaijan,,Nature,256.5,4.35,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
361,Ali Sadr Cave,Tourist attraction,4.6,2157.0,Tourist attraction,"Hamadan Province, Ali Sadr, Ali Sadr Cave, 8842+2CC Ali Sadr Cave",Hamedan,Iran,Hamedan,,Entertainment,9922.199999999999,4.43,"Hamedan, Malayer, Tuyserkan"
362,Abbasabad Tourist Complex Resort,Tourist attraction,4.2,265.0,"Tourist attraction, Scenic spot","Hamadan Province, Hamedan, Abbasabad Rd, QFJF+GV7 Abbasabad Tourist Complex Resort",Hamedan,Iran,Hamedan,,Entertainment,1113.0,4.43,"Hamedan, Malayer, Tuyserkan"
363,Ganjnameh Telecabin,Tourist attraction,4.3,115.0,Tourist attraction,"Hamadan Province, Hamedan, Ganjnameh Rd, QC7R+Q32 Ganjnameh Telecabin",Hamedan,Iran,Hamedan,,Entertainment,494.5,4.43,"Hamedan, Malayer, Tuyserkan"
364,Tomb of Baba Taher,Tourist attraction,4.4,1276.0,"Tourist attraction, Memorial park","Hamadan Province, Hamedan, Baba Taher Square, RG55+JFG Tomb of Baba Taher",Hamedan,Iran,Hamedan,,Entertainment,5614.400000000001,4.43,"Hamedan, Malayer, Tuyserkan"
365,Hamadan Ganjnameh Waterfall,Tourist attraction,4.4,1179.0,Tourist attraction,"Hamadan Ganjnameh Waterfall, QC7P+5HV, Hamedan, Hamadan Province",Hamedan,Iran,Hamedan,,Entertainment,5187.6,4.43,"Hamedan, Malayer, Tuyserkan"
366,Stone lion statue,Historical landmark,4.2,473.0,"Historical landmark, Historical place, Tourist attraction","Hamadan Province, Hamedan, Sangshir Square, QGPF+CMV Stone lion statue",Hamedan,Iran,Hamedan,,Cultural,1986.6000000000001,4.35,"Hamedan, Malayer, Tuyserkan"
367,Cultural Heritage and Tourism Base of Hegmataneh,Archaeological site,4.4,443.0,"Archaeological site, Historical place, Tourist attraction","Cultural Heritage and Tourism Base of Hegmataneh, RG39+J65, Hamedan, Hamadan Province",Hamedan,Iran,Hamedan,,Cultural,1949.2,4.35,"Hamedan, Malayer, Tuyserkan"
368,Imam Khomeini Square,Tourist attraction,4.3,432.0,Tourist attraction,"hmdn stn hmdn hmdn Hamadan Province, Hamedan, stn hmdn,hmdn, Imam Khomeini Square",Hamedan,Iran,Hamedan,,Entertainment,1857.6,4.43,"Hamedan, Malayer, Tuyserkan"
369,Alaviyan Dome,Tourist attraction,4.3,329.0,"Tourist attraction, Historical place","Hamadan Province, Hamedan, District 4, Alavian Blvd, RG36+C5X Alaviyan Dome",Hamedan,Iran,Hamedan,,Entertainment,1414.7,4.43,"Hamedan, Malayer, Tuyserkan"
370,Tomb of Esther and Mordekhai,Synagogue,4.2,325.0,"Synagogue, Historical place, Religious destination, Shrine, Tourist attraction","Hamadan Province, Hamedan, District 1, Ester Aly, QGX7+644 Tomb of Esther and Mordekhai",Hamedan,Iran,Hamedan,,Religious,1365.0,4.23,"Hamedan, Malayer, Tuyserkan"
371,Hegmataneh Museum,Museum,4.4,324.0,"Museum, Tourist attraction","Hegmataneh Museum, RG39+V22 District 3, Hamedan, Hamadan Province",Hamedan,Iran,Hamedan,,Cultural,1425.6000000000001,4.35,"Hamedan, Malayer, Tuyserkan"
372,Mardom Park,City park,4.4,272.0,"City park, Tourist attraction","Mardom Park, QFPR+R7P, Hamedan, Hamadan Province",Hamedan,Iran,Hamedan,,Nature,1196.8000000000002,4.39,"Hamedan, Malayer, Tuyserkan"
